endTime,artistName,trackName,msPlayed
2025-01-10 10:38,Kardinal Offishall,Dangerous,905
2025-01-10 10:38,Soulja Boy,Crank That (Soulja Boy),1973
2025-01-10 10:42,Katy Perry,Last Friday Night (T.G.I.F.),230733
2025-01-10 10:45,Gracie Abrams,That’s So True,166300
2025-01-10 10:45,Rihanna,S&M,5828
2025-01-10 10:45,Daya,Hide Away,835
2025-01-10 10:45,Katy Perry,Teenage Dream,2368
2025-01-10 10:45,Charli xcx,Apple,14027
2025-01-10 10:48,Chappell Roan,Pink Pony Club,1021
2025-01-10 10:48,Shaboozey,A Bar Song (Tipsy),171291
2025-01-10 10:48,Gracie Abrams,That’s So True,709
2025-01-10 10:48,Bakar,Hell N Back (feat. Summer Walker),4411
2025-01-10 10:48,Billie Eilish,BIRDS OF A FEATHER,3575
2025-01-10 10:52,Kendrick Lamar,tv off (feat. lefty gunplay),220690
2025-01-10 10:55,Kendrick Lamar,squabble up,157992
2025-01-10 10:57,Doechii,NISSAN ALTIMA,126832
2025-01-10 10:58,Gunna,on one tonight,90760
2025-01-10 13:00,The Weeknd,Pray For Me,1788
2025-01-10 13:00,The Weeknd,Pray For Me,118224
2025-01-10 13:03,Kendrick Lamar,luther (with sza),177598
2025-01-10 13:07,Tory Lanez,The Color Violet,226466
2025-01-10 13:07,Jack Harlow,First Class,3118
2025-01-10 13:11,The Weeknd,The Hills,242253
2025-01-10 13:14,blackbear,hot girl bummer,188343
2025-01-10 13:17,A Boogie Wit da Hoodie,Look Back at It,179449
2025-01-10 13:18,The Weeknd,Blinding Lights,1044
2025-01-10 13:18,Ariana Grande,Into You,1091
2025-01-10 13:18,Lauv,I Like Me Better,57815
2025-01-10 13:19,Black Eyed Peas,Just Can’t Get Enough,8103
2025-01-10 13:19,Nelly Furtado,Promiscuous,1230
2025-01-10 13:21,Tyla,PUSH 2 START,156825
2025-01-11 01:36,Kehlani,After Hours,202414
2025-01-11 01:37,Doechii,NISSAN ALTIMA,64035
2025-01-11 01:39,Tinashe,No Broke Boys,132773
2025-01-11 01:41,GloRilla,WHATCHU KNO ABOUT ME (feat. Sexyy Red),149461
2025-01-11 01:44,Charli xcx,360,133805
2025-01-11 03:13,Kendrick Lamar,luther (with sza),121558
2025-01-11 03:17,Sabrina Carpenter,Juno,223192
2025-01-11 03:20,Gracie Abrams,That’s So True,166300
2025-01-11 03:23,Chappell Roan,Red Wine Supernova,192720
2025-01-11 03:26,Sabrina Carpenter,Taste,157279
2025-01-11 03:28,Charli xcx,Apple,151739
2025-01-11 10:04,Tyla,PUSH 2 START,3301
2025-01-11 10:04,Tyla,PUSH 2 START,2253
2025-01-11 10:06,Gracie Abrams,That’s So True,166300
2025-01-11 10:09,Kendrick Lamar,luther (with sza),177598
2025-01-11 10:12,Charli xcx,360,133805
2025-01-11 10:15,Addison Rae,Diet Pepsi,8430
2025-01-11 10:15,Chappell Roan,Red Wine Supernova,192720
2025-01-11 10:18,Billie Eilish,BIRDS OF A FEATHER,210373
2025-01-11 10:22,Kehlani,After Hours,202414
2025-01-11 10:24,Charli xcx,Apple,151739
2025-01-11 10:29,Chappell Roan,Pink Pony Club,258034
2025-01-11 12:48,Sabrina Carpenter,Taste,38245
2025-01-11 12:50,Sabrina Carpenter,Taste,117517
2025-01-11 12:52,GloRilla,WHATCHU KNO ABOUT ME (feat. Sexyy Red),6928
2025-01-11 12:52,Tinashe,No Broke Boys,132773
2025-01-11 12:56,Tinashe,Nasty,952
2025-01-11 12:56,Tinashe,Nasty,464
2025-01-11 12:56,Sabrina Carpenter,Bed Chem,650
2025-01-11 12:56,Sabrina Carpenter,Bed Chem,743
2025-01-11 12:56,Dua Lipa,Houdini,975
2025-01-11 12:56,Megan Thee Stallion,Mamushi (feat. Yuki Chiba),835
2025-01-11 12:56,ROSÉ,APT.,1300
2025-01-11 12:56,KATSEYE,Touch,1369
2025-01-11 12:56,Sabrina Carpenter,Good Graces,3445
2025-01-11 12:56,Sabrina Carpenter,Juno,223192
2025-01-11 12:58,Gracie Abrams,"I Love You, I'm Sorry",157146
2025-01-11 12:59,Ariana Grande,Into You,806
2025-01-11 13:01,Gracie Abrams,That’s So True,166300
2025-01-11 13:04,Daya,Hide Away,191368
2025-01-11 13:05,David Guetta,I Don't Wanna Wait,14847
2025-01-11 13:07,Tyla,PUSH 2 START,156825
2025-01-11 13:07,Kendrick Lamar,squabble up,1717
2025-01-11 13:07,GloRilla,TGIF,1021
2025-01-11 13:07,Doechii,NISSAN ALTIMA,5933
2025-01-11 13:10,Sevdaliza,Alibi (with Pabllo Vittar & Yseult),161655
2025-01-12 02:27,Tommy Richman,MILLION DOLLAR BABY,3297
2025-01-12 02:27,Jordan Adetunji,KEHLANI,7396
2025-01-12 02:30,Doechii,What It Is (Solo Version),189824
2025-01-12 02:34,Kendrick Lamar,tv off (feat. lefty gunplay),220690
2025-01-12 02:34,GloRilla,Wanna Be (with Megan Thee Stallion),3216
2025-01-12 02:38,Cassie,Long Way 2 Go,220639
2025-01-12 02:40,Rihanna,Rude Boy,20024
2025-01-12 02:40,Lay Bankz,Tell Ur Girlfriend,124444
2025-01-12 02:43,Tyla,PUSH 2 START,156825
2025-01-12 02:46,Kehlani,After Hours,202414
2025-01-12 02:46,Doechii,NISSAN ALTIMA,5079
2025-01-12 02:49,Gracie Abrams,That’s So True,166300
2025-01-12 02:51,Charli xcx,360,133805
2025-01-12 02:54,Kendrick Lamar,luther (with sza),177598
2025-01-12 02:57,Chappell Roan,Red Wine Supernova,192720
2025-01-12 02:59,Sabrina Carpenter,Taste,125041
2025-01-12 03:03,Sabrina Carpenter,Juno,223192
2025-01-12 03:06,Sabrina Carpenter,Good Graces,19225
2025-01-12 03:06,Charli xcx,Apple,151739
2025-01-12 03:10,Chappell Roan,Pink Pony Club,258034
2025-01-12 03:14,Billie Eilish,BIRDS OF A FEATHER,210373
2025-01-12 03:18,Megan Thee Stallion,Mamushi (feat. Yuki Chiba),132499
2025-01-12 03:21,Matt Sassari,Give It To Me - Full Vocal Mix,11028
2025-01-12 03:21,Kungs,This Girl (Kungs Vs. Cookin' On 3 Burners),195546
2025-01-12 03:24,Martin Garrix,Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy),163804
2025-01-12 04:24,Lilly Wood and The Prick,Prayer in C - Robin Schulz Radio Edit,2739
2025-01-12 04:24,Taio Cruz,Dynamite,1230
2025-01-12 04:24,Yeah Yeah Yeahs,Heads Will Roll - A-Trak Remix Radio Edit,48111
2025-01-12 04:24,Coldplay,Hymn for the Weekend,13606
2025-01-12 04:28,The Chainsmokers,Roses,226738
2025-01-12 05:17,Taio Cruz,Break Your Heart,93
2025-01-12 05:17,Taio Cruz,Break Your Heart,14504
2025-01-12 05:21,Bakar,Hell N Back (feat. Summer Walker),195147
2025-01-12 05:23,Addison Rae,Diet Pepsi,169697
2025-01-12 05:26,Hotel Ugly,Shut up My Moms Calling,164571
2025-01-12 05:30,Tinashe,Nasty,28901
2025-01-12 05:30,Tory Lanez,The Color Violet,226466
2025-01-12 05:33,Tinashe,No Broke Boys,132773
2025-01-12 05:37,GloRilla,WHATCHU KNO ABOUT ME (feat. Sexyy Red),149461
2025-01-12 05:38,Sabrina Carpenter,Bed Chem,10892
2025-01-12 05:40,Gunna,one of wun,144000
2025-01-12 05:42,Gunna,on one tonight,90760
2025-01-12 05:44,Kendrick Lamar,squabble up,157992
2025-01-12 05:47,GloRilla,TGIF,164571
2025-01-12 05:50,Travis Scott,HIGHEST IN THE ROOM,175720
2025-01-12 05:53,Internet Money,Lemonade (feat. NAV),195428
2025-01-12 05:55,310babii,soak city (do it),114135
2025-01-12 05:58,Don Toliver,No Pole,187613
2025-01-12 06:02,BigXthaPlug,Mmhmm,11215
2025-01-12 06:02,Metro Boomin,Space Cadet (feat. Gunna),203266
2025-01-12 06:05,Gracie Abrams,That’s So True,166300
2025-01-12 06:07,Gracie Abrams,"I Love You, I'm Sorry",157146
2025-01-12 06:10,Daya,Hide Away,191368
2025-01-12 06:13,Olivia Rodrigo,good 4 u,178146
2025-01-12 06:16,ROSÉ,APT.,169917
2025-01-12 06:16,KATSEYE,Touch,11267
2025-01-12 06:20,Katy Perry,Last Friday Night (T.G.I.F.),230733
2025-01-12 06:21,David Guetta,I Don't Wanna Wait,16848
2025-01-12 06:23,Tyla,PUSH 2 START,156825
2025-01-12 06:26,Sevdaliza,Alibi (with Pabllo Vittar & Yseult),161655
2025-01-12 06:45,Dua Lipa,Houdini,2043
2025-01-12 06:45,SZA,BMF,15164
2025-01-12 06:48,Sabrina Carpenter,Espresso,175459
2025-01-12 06:52,Naughty Boy,La La La,215830
2025-01-12 06:55,Travis Scott,BUTTERFLY EFFECT,1184
2025-01-12 06:55,The Weeknd,Pray For Me,6217
2025-01-12 06:55,Kendrick Lamar,Rich Spirit,202285
2025-01-12 06:55,Frank Ocean,Thinkin Bout You,1160
2025-01-12 06:56,Kali Uchis,"After The Storm (feat. Tyler, The Creator & Bootsy Collins)",9566
2025-01-12 07:00,Kardinal Offishall,Dangerous,246053
2025-01-12 07:02,David Guetta,I Don't Wanna Wait,149667
2025-01-12 07:06,Billie Eilish,BIRDS OF A FEATHER,210373
2025-01-12 07:09,Kendrick Lamar,tv off (feat. lefty gunplay),220690
2025-01-12 07:11,Doechii,NISSAN ALTIMA,126832
2025-01-12 07:13,Kehlani,After Hours,114068
2025-01-12 07:16,Kendrick Lamar,luther (with sza),177598
2025-01-12 07:19,Chappell Roan,After Midnight,133443
2025-01-12 07:22,Sabrina Carpenter,Juno,223192
2025-01-12 07:23,Sabrina Carpenter,Please Please Please,10086
2025-01-12 07:25,Gracie Abrams,That’s So True,166300
2025-01-12 07:27,Daya,"Sit Still, Look Pretty",73363
2025-01-12 07:29,Kane Brown,Thank God,174560
2025-01-12 07:32,Marshmello,One Thing Right,181823
2025-01-12 07:35,Sam Hunt,Body Like A Back Road,162546
2025-01-12 07:38,Bebe Rexha,Meant to Be (feat. Florida Georgia Line),164205
2025-01-12 07:40,Post Malone,I Had Some Help (Feat. Morgan Wallen),144699
2025-01-12 07:40,Kane Brown,Memory,1811
2025-01-12 07:40,Morgan Wallen,Cowgirls (feat. ERNEST),1184
2025-01-12 07:40,Sam Hunt,House Party,1578
2025-01-12 07:40,Parmalee,Girl In Mine,1393
2025-01-12 07:41,Diplo,Heartless (feat. Morgan Wallen),1346
2025-01-12 07:41,Jon Pardi,Night Shift,3784
2025-01-12 07:43,Marshmello,Miles On It,1509
2025-01-12 07:43,Jordan Davis,I Ain't Sayin',3018
2025-01-12 07:43,Sam Hunt,Hard To Forget,859
2025-01-12 07:43,Jon Pardi,Head Over Boots,603
2025-01-12 07:43,Morgan Wallen,Last Night,163854
2025-01-12 07:43,Kane Brown,Grand,5986
2025-01-12 07:46,Shaboozey,A Bar Song (Tipsy),171291
2025-01-12 07:49,Good Neighbours,Home,1625
2025-01-12 07:49,Morgan Wallen,You Proof,2298
2025-01-12 07:49,Jack Harlow,Lovin On Me,138411
2025-01-12 07:49,Djo,End of Beginning,3761
2025-01-12 07:49,Benson Boone,Beautiful Things,1230
2025-01-12 07:49,CYRIL,Still Into You,2924
2025-01-12 07:49,Justin Bieber,Ghost,2113
2025-01-12 07:49,Tate McRae,exes,1857
2025-01-12 07:49,Artemas,i like the way you kiss me,3462
2025-01-12 07:51,OneRepublic,I Ain't Worried,148120
2025-01-12 07:52,Post Malone,Chemical,2066
2025-01-12 07:52,Tiësto,10:35,3320
2025-01-12 07:52,Teddy Swims,Lose Control,11319
2025-01-12 07:52,Morgan Wallen,Chasin' You,557
2025-01-12 07:52,Mark Ambor,Belong Together,1323
2025-01-12 07:52,Lola Young,Messy,1253
2025-01-12 07:52,Tate McRae,2 hands,6385
2025-01-12 08:14,Ed Sheeran,Shivers,376360
2025-01-12 08:15,Myles Smith,Stargazing,13095
2025-01-12 08:15,Chappell Roan,"Good Luck, Babe!",8753
2025-01-12 08:19,Chappell Roan,Femininomenon,218731
2025-01-12 08:22,Chappell Roan,Red Wine Supernova,191770
2025-01-12 08:25,Chappell Roan,After Midnight,200458
2025-01-12 08:28,Gracie Abrams,That’s So True,166300
2025-01-12 08:30,GloRilla,WHATCHU KNO ABOUT ME (feat. Sexyy Red),149461
2025-01-12 08:32,Daft Punk,Get Lucky (feat. Pharrell Williams and Nile Rodgers),63465
2025-01-12 08:35,The Chainsmokers,Roses,226738
2025-01-12 08:39,Macklemore & Ryan Lewis,White Walls (feat. ScHoolboy Q & Hollis),220319
2025-01-12 08:42,David Guetta,Memories (feat. Kid Cudi),210093
2025-01-12 08:47,The Chainsmokers,Closer,244960
2025-01-12 08:50,GROUPLOVE,Tongue Tied,218013
2025-01-12 12:32,Lupe Fiasco,The Show Goes On,558
2025-01-12 12:32,Lupe Fiasco,The Show Goes On,111214
2025-01-12 12:41,Shaboozey,A Bar Song (Tipsy),1996
2025-01-12 12:44,Shaboozey,A Bar Song (Tipsy),171291
2025-01-12 12:47,Sabrina Carpenter,Taste,157279
2025-01-12 12:49,Chappell Roan,Pink Pony Club,75756
2025-01-12 12:52,Gracie Abrams,That’s So True,166300
2025-01-12 12:54,Charli xcx,360,133805
2025-01-12 12:56,Tyla,PUSH 2 START,156825
2025-01-12 13:00,Gracie Abrams,"I Love You, I'm Sorry",1852
2025-01-12 13:00,Sabrina Carpenter,Good Graces,185265
2025-01-12 13:02,Tinashe,No Broke Boys,132773
2025-01-12 13:08,Addison Rae,Diet Pepsi,2740
2025-01-12 13:08,Addison Rae,Diet Pepsi,150358
2025-01-12 13:08,Billie Eilish,BIRDS OF A FEATHER,11563
2025-01-12 13:11,Tinashe,No Broke Boys,132773
2025-01-12 13:11,GloRilla,TGIF,14707
2025-01-12 13:14,Mina Okabe,Every Second,182076
2025-01-12 13:15,Kauai45,Just The Two of Us,38616
2025-01-12 13:15,OVN,Full Moon,1323
2025-01-12 13:15,Post Malone,I Like You (A Happier Song) (with Doja Cat),2809
2025-01-12 13:16,Andrew Foy,ily (i love you baby),74930
2025-01-12 15:09,OneRepublic,Sunshine,18687
2025-01-13 01:43,OneRepublic,Sunshine,163854
2025-01-13 01:48,David Guetta,I Don't Wanna Wait,1764
2025-01-13 01:48,Kardinal Offishall,Dangerous,246053
2025-01-13 02:12,Maroon 5,Beautiful Mistakes (feat. Megan Thee Stallion),133445
2025-01-13 02:15,Gracie Abrams,That’s So True,160760
2025-01-13 02:17,Charli xcx,360,133805
2025-01-13 02:20,Kendrick Lamar,luther (with sza),177598
2025-01-13 02:23,Gracie Abrams,"I Love You, I'm Sorry",2151
2025-01-13 02:23,Chappell Roan,Red Wine Supernova,192720
2025-01-13 02:26,Tyla,PUSH 2 START,156825
2025-01-13 02:28,Billie Eilish,BIRDS OF A FEATHER,128349
2025-01-13 02:31,Shaboozey,A Bar Song (Tipsy),171291
2025-01-13 02:31,Sabrina Carpenter,Taste,20678
2025-01-13 02:34,Gunna,one of wun,144000
2025-01-13 02:35,GloRilla,WHATCHU KNO ABOUT ME (feat. Sexyy Red),4961
2025-01-13 02:35,Gunna,on one tonight,90760
2025-01-13 02:38,Tinashe,No Broke Boys,132773
2025-01-13 02:41,Kehlani,After Hours,202414
2025-01-13 02:42,Doechii,NISSAN ALTIMA,51817
2025-01-13 02:45,Mina Okabe,Every Second,182076
2025-01-13 02:48,Kauai45,Just The Two of Us,3900
2025-01-13 02:48,Mina Okabe,Walk Away,5665
2025-01-13 02:48,OVN,Full Moon,2683
2025-01-13 02:48,Post Malone,I Like You (A Happier Song) (with Doja Cat),192840
2025-01-13 02:51,Kane Brown,Thank God,174560
2025-01-13 02:54,Marshmello,One Thing Right,181823
2025-01-13 02:57,Sam Hunt,Body Like A Back Road,162546
2025-01-13 03:02,Bebe Rexha,Meant to Be (feat. Florida Georgia Line),107785
2025-01-13 06:35,Daya,"Sit Still, Look Pretty",852
2025-01-13 06:35,Bebe Rexha,Meant to Be (feat. Florida Georgia Line),56605
2025-01-13 06:38,OneRepublic,Sunshine,163854
2025-01-13 06:38,Kardinal Offishall,Dangerous,17968
2025-01-13 06:41,Gracie Abrams,That’s So True,166300
2025-01-13 06:44,Chappell Roan,Pink Pony Club,838
2025-01-13 06:44,Charli xcx,Apple,151739
2025-01-13 06:48,Katy Perry,Last Friday Night (T.G.I.F.),230733
2025-01-13 06:48,Katy Perry,Teenage Dream,5912
2025-01-13 06:51,Gracie Abrams,That’s So True,166300
2025-01-13 06:51,Addison Rae,Diet Pepsi,13827
2025-01-13 06:54,Chappell Roan,Femininomenon,218731
2025-01-13 06:58,Chappell Roan,Red Wine Supernova,191770
2025-01-13 06:58,Chappell Roan,After Midnight,16162
2025-01-13 07:00,Tinashe,No Broke Boys,132773
2025-01-13 07:00,Sabrina Carpenter,Good Graces,17586
2025-01-13 07:03,Tyla,PUSH 2 START,156825
2025-01-13 07:06,Sevdaliza,Alibi (with Pabllo Vittar & Yseult),161655
2025-01-13 07:08,Kendrick Lamar,squabble up,157992
2025-01-13 07:16,Megan Thee Stallion,Mamushi (feat. Yuki Chiba),3306
2025-01-13 07:20,Sabrina Carpenter,Juno,223192
2025-01-13 07:20,GloRilla,Wanna Be (with Megan Thee Stallion),4861
2025-01-13 10:15,SZA,BMF,153577
2025-01-13 10:15,KATSEYE,Touch,2345
2025-01-13 10:19,Kendrick Lamar,tv off (feat. lefty gunplay),220690
2025-01-13 10:22,ROSÉ,APT.,169917
2025-01-13 10:25,Tinashe,Nasty,176027
2025-01-13 10:25,Cassie,Long Way 2 Go,1160
2025-01-13 10:25,Sabrina Carpenter,Bed Chem,1021
2025-01-13 10:25,Sabrina Carpenter,Espresso,1160
2025-01-13 10:25,Megan Thee Stallion,Roc Steady (feat. Flo Milli),1091
2025-01-13 10:25,Tommy Richman,MILLION DOLLAR BABY,812
2025-01-13 10:25,Rihanna,Breakin' Dishes,348
2025-01-13 10:25,GloRilla,TGIF,3470
2025-01-13 10:25,Jordan Adetunji,KEHLANI,1114
2025-01-13 10:25,Tate McRae,exes,1393
2025-01-13 10:25,Lay Bankz,Tell Ur Girlfriend,1207
2025-01-13 10:28,Cassie,Long Way 2 Go,220639
2025-01-13 11:05,Kane Brown,Thank God,23
2025-01-13 11:05,Sabrina Carpenter,Espresso,132175
2025-01-13 11:05,Sabrina Carpenter,Espresso,1278
2025-01-13 11:08,Kane Brown,Thank God,174560
2025-01-13 11:11,Marshmello,One Thing Right,181823
2025-01-13 11:14,Post Malone,I Had Some Help (Feat. Morgan Wallen),6012
2025-01-13 11:14,Sam Hunt,Body Like A Back Road,162546
2025-01-13 11:17,Tyla,PUSH 2 START,156825
2025-01-13 11:17,Doechii,NISSAN ALTIMA,18681
2025-01-13 11:20,Kehlani,After Hours,202414
2025-01-13 23:42,Kendrick Lamar,luther (with sza),5341
2025-01-13 23:42,Kendrick Lamar,luther (with sza),109650
2025-01-13 23:45,Gracie Abrams,That’s So True,166300
2025-01-14 01:38,Chappell Roan,Pink Pony Club,172444
2025-01-14 01:39,Chappell Roan,Pink Pony Club,85706
2025-01-14 02:58,Chappell Roan,Red Wine Supernova,8453
2025-01-14 02:58,Chappell Roan,Red Wine Supernova,121149
2025-01-14 03:01,Cassie,Long Way 2 Go,220639
2025-01-14 03:05,Kehlani,After Hours,202414
2025-01-14 04:38,Kardinal Offishall,Dangerous,146089
2025-01-14 04:38,Kardinal Offishall,Dangerous,3019
2025-01-14 04:41,Gracie Abrams,That’s So True,166300
2025-01-14 04:41,Sabrina Carpenter,Taste,1184
2025-01-14 04:41,Billie Eilish,BIRDS OF A FEATHER,4760
2025-01-14 04:41,Gracie Abrams,"I Love You, I'm Sorry",9462
2025-01-14 04:41,Charli xcx,360,905
2025-01-14 04:44,Shaboozey,A Bar Song (Tipsy),171291
2025-01-14 04:46,Jack Harlow,Lovin On Me,138411
2025-01-14 04:49,Marshmello,One Thing Right,181823
2025-01-14 07:09,Sam Hunt,Body Like A Back Road,5875
2025-01-14 07:09,Sam Hunt,Body Like A Back Road,148099
2025-01-14 07:12,Gracie Abrams,That’s So True,166300
2025-01-14 07:14,Kendrick Lamar,luther (with sza),138333
2025-01-14 07:16,GloRilla,WHATCHU KNO ABOUT ME (feat. Sexyy Red),11502
2025-01-14 07:16,Tinashe,No Broke Boys,132773
2025-01-14 07:16,Tyla,PUSH 2 START,1230
2025-01-14 07:16,Doechii,NISSAN ALTIMA,1068
2025-01-14 07:16,Charli xcx,Apple,998
2025-01-14 07:19,Charli xcx,Apple,151739
2025-01-14 07:22,Tyla,PUSH 2 START,156825
2025-01-14 07:25,Sabrina Carpenter,Good Graces,185265
2025-01-14 07:27,Addison Rae,Diet Pepsi,134997
2025-01-14 07:30,Mina Okabe,Every Second,182076
2025-01-14 07:32,OneRepublic,I Ain't Worried,148120
2025-01-14 07:36,Peach Tree Rascals,Mariposa,2276
2025-01-14 07:36,Post Malone,I Like You (A Happier Song) (with Doja Cat),192840
2025-01-14 07:38,Gunna,one of wun,144000
2025-01-14 10:33,Kendrick Lamar,tv off (feat. lefty gunplay),195301
2025-01-14 10:33,Kendrick Lamar,tv off (feat. lefty gunplay),418
2025-01-14 10:36,Tyla,PUSH 2 START,156825
2025-01-14 10:39,Kehlani,After Hours,202414
2025-01-14 10:45,Kendrick Lamar,squabble up,157992
2025-01-14 11:23,Sevdaliza,Alibi (with Pabllo Vittar & Yseult),60932
2025-01-14 11:25,Cassie,Long Way 2 Go,812
2025-01-14 11:25,Ariana Grande,Into You,1207
2025-01-14 11:25,Sevdaliza,Ride Or Die,1207
2025-01-14 11:25,Bad Bunny,NUEVAYoL,5549
2025-01-14 11:25,Sevdaliza,Alibi (with Pabllo Vittar & Yseult),163210
2025-01-14 11:25,Nelly Furtado,Promiscuous,1044
2025-01-14 11:25,Timbaland,The Way I Are,1857
2025-01-14 11:26,Katy Perry,Last Friday Night (T.G.I.F.),34086
2025-01-14 11:26,Sean Paul,Temperature,952
2025-01-14 11:26,Timbaland,Give It To Me,7476
2025-01-14 11:30,Kehlani,After Hours,202414
2025-01-14 11:30,Lee Hyori,10 Minutes,3813
2025-01-15 08:39,The Weeknd,The Hills,46928
2025-01-15 10:21,Gracie Abrams,That’s So True,396700
2025-01-15 10:24,Kendrick Lamar,luther (with sza),177598
2025-01-15 10:27,Chappell Roan,Red Wine Supernova,192720
2025-01-15 11:30,Gracie Abrams,"I Love You, I'm Sorry",157146
2025-01-15 11:32,Charli xcx,360,133805
2025-01-15 11:35,Tyla,PUSH 2 START,156825
2025-01-15 11:35,Sabrina Carpenter,Taste,7987
2025-01-15 11:35,Billie Eilish,BIRDS OF A FEATHER,4025
2025-01-16 02:28,Gracie Abrams,That’s So True,5546
2025-01-16 02:42,Gracie Abrams,That’s So True,166300
2025-01-16 02:45,Kendrick Lamar,luther (with sza),177598
2025-01-16 11:09,Gracie Abrams,That’s So True,294381
2025-01-16 11:12,Kendrick Lamar,luther (with sza),177598
2025-01-16 11:15,Gracie Abrams,"I Love You, I'm Sorry",157146
2025-01-16 11:18,Chappell Roan,Red Wine Supernova,192720
2025-01-16 11:21,Tyla,PUSH 2 START,156825
2025-01-16 11:23,Charli xcx,360,133805
2025-01-16 11:24,Billie Eilish,BIRDS OF A FEATHER,46215
2025-01-16 12:42,Kendrick Lamar,luther (with sza),161681
2025-01-16 12:46,Kardinal Offishall,Dangerous,240280
2025-01-16 12:49,Tinashe,No Broke Boys,132773
2025-01-16 12:52,Kehlani,After Hours,202414
2025-01-16 12:54,Doechii,NISSAN ALTIMA,126832
2025-01-16 14:16,GloRilla,WHATCHU KNO ABOUT ME (feat. Sexyy Red),95361
2025-01-16 14:16,Sabrina Carpenter,Good Graces,5735
2025-01-16 14:19,Gunna,one of wun,144000
2025-01-16 14:22,GloRilla,TGIF,4575
2025-01-16 14:22,Kendrick Lamar,tv off (feat. lefty gunplay),220690
2025-01-16 14:23,310babii,soak city (do it),3250
2025-01-16 14:23,Gunna,on one tonight,1160
2025-01-16 14:23,Metro Boomin,Space Cadet (feat. Gunna),1207
2025-01-16 14:23,Kendrick Lamar,luther (with sza),557
2025-01-16 14:25,Gracie Abrams,That’s So True,166300
2025-01-17 01:31,Chappell Roan,Pink Pony Club,126166
2025-01-17 01:31,Chappell Roan,Pink Pony Club,47
2025-01-17 01:34,Gracie Abrams,That’s So True,166300
2025-01-17 01:37,Kendrick Lamar,luther (with sza),177598
2025-01-17 01:39,Gracie Abrams,"I Love You, I'm Sorry",157146
2025-01-17 02:48,Chappell Roan,Red Wine Supernova,192720
2025-01-17 02:49,Billie Eilish,BIRDS OF A FEATHER,41235
2025-01-17 02:52,Gracie Abrams,That’s So True,166300
2025-01-17 02:54,Charli xcx,360,133805
2025-01-17 02:56,Tyla,PUSH 2 START,156825
2025-01-17 02:59,Sabrina Carpenter,Taste,157279
2025-01-17 03:02,Gracie Abrams,Close To You,160334
2025-01-17 03:05,Chappell Roan,Femininomenon,219710
2025-01-17 03:08,ROSÉ,APT.,169917
2025-01-17 03:11,Charli xcx,Apple,151739
2025-01-17 03:14,Olivia Rodrigo,good 4 u,178146
2025-01-17 03:17,SZA,BMF,180746
2025-01-17 03:17,Gracie Abrams,Risk,4256
2025-01-17 03:21,Katy Perry,Last Friday Night (T.G.I.F.),230733
2025-01-17 03:24,Daya,Hide Away,191368
2025-01-17 03:25,Lola Young,Messy,51978
2025-01-17 03:27,David Guetta,I Don't Wanna Wait,149667
2025-01-17 03:32,Good Neighbours,Home,23329
2025-01-17 03:32,OneRepublic,Counting Stars,257266
2025-01-17 03:35,Addison Rae,Diet Pepsi,169697
2025-01-17 03:38,Daya,"Sit Still, Look Pretty",6687
2025-01-17 03:38,Benson Boone,Slow It Down,6054
2025-01-17 03:38,Shaboozey,A Bar Song (Tipsy),171291
2025-01-17 03:38,Justin Bieber,Beauty And A Beat,1137
2025-01-17 03:41,Shaboozey,A Bar Song (Tipsy),171291
2025-01-17 03:44,Marshmello,One Thing Right,181823
2025-01-17 03:46,Sam Hunt,Body Like A Back Road,162546
2025-01-17 05:13,Jack Harlow,Lovin On Me,44806
2025-01-17 05:16,Shaboozey,A Bar Song (Tipsy),171291
2025-01-17 05:18,OneRepublic,I Ain't Worried,148120
2025-01-17 05:21,Morgan Wallen,Last Night,163854
2025-01-17 05:24,Post Malone,I Had Some Help (Feat. Morgan Wallen),178205
2025-01-17 05:27,Kane Brown,Thank God,174560
2025-01-17 05:28,Dua Lipa,Houdini,975
2025-01-17 05:28,Bebe Rexha,Meant to Be (feat. Florida Georgia Line),42269
2025-01-17 05:30,OneRepublic,Sunshine,164880
2025-01-17 05:34,OneRepublic,I Lived,1207
2025-01-17 05:34,Zach Bryan,Pink Skies,14282
2025-01-17 05:34,The Weeknd,Dancing In The Flames,1486
2025-01-17 05:34,Morgan Wallen,Chasin' You,835
2025-01-17 05:34,Tommy Richman,MILLION DOLLAR BABY,998
2025-01-17 05:34,Chappell Roan,"Good Luck, Babe!",5224
2025-01-17 05:34,Morgan Wallen,More Than My Hometown,216573
2025-01-17 05:35,Noah Kahan,Dial Drunk (with Post Malone),6292
2025-01-17 05:37,Tinashe,No Broke Boys,132773
2025-01-17 05:40,Kehlani,After Hours,202414
2025-01-17 05:43,GloRilla,WHATCHU KNO ABOUT ME (feat. Sexyy Red),149461
2025-01-17 05:45,Tinashe,Nasty,4527
2025-01-17 05:45,SZA,Scorsese Baby Daddy,743
2025-01-17 05:45,GloRilla,TGIF,1160
2025-01-17 05:45,Katy Perry,"I'M HIS, HE'S MINE (feat. Doechii)",998
2025-01-17 05:45,Sabrina Carpenter,Good Graces,5795
2025-01-17 05:45,Doechii,NISSAN ALTIMA,126832
2025-01-17 05:45,Tate McRae,It's ok I'm ok,3366
2025-01-17 05:48,Kendrick Lamar,luther (with sza),177598
